	Year	Day	Hour/min	Wind Spd	Wind Dir	Air	Rad	Snow Depth	Wind Max	Rain	WS_60Av	WD_60Av	Air 2	Air 60Av
112	2004	305	1500	15.06	320.2	3.8	362	3.805	35.16	0.031	15.06	322.3	1.793	0.287
112	2004	305	1600	11.6	338.5	3.884	340.3	3.801	35.52	0.063	11.6	338.3	2.027	0.976
112	2004	305	1700	14.92	340.7	3.945	280.3	3.798	25.87	0.031	14.92	339	2.323	1.025
112	2004	305	1800	15.24	290.6	4.016	322.3	3.797	26.11	0	15.24	287	3.083	1.912
112	2004	305	1900	5.189	276.8	4.037	234	3.795	23.4	0.031	5.189	270.2	4.108	4.049
112	2004	305	2000	3.368	226	3.953	17.1	3.793	10.94	0	3.368	235.1	1.704	1.608
112	2004	305	2100	4.229	242.8	3.881	5.371	3.794	8.94	0	4.229	246.2	1.698	1.526
112	2004	305	2200	4.017	215.3	3.866	0	3.793	20.76	0.031	4.017	216.7	2.183	1.461
112	2004	305	2300	3.74	275.5	3.775	0	3.794	19.4	0.031	3.74	282.1	2.98	2.785
112	2004	306	0	4.055	211.2	3.674	0	3.791	14.17	0	4.055	209.8	2.945	2.7
112	2004	306	100	6.268	215.8	3.616	0	3.791	26.4	0.031	6.268	216.2	2.913	3.16
112	2004	306	200	3.694	194.4	3.543	0	3.789	7.41	0	3.694	195.8	3.189	3.171
112	2004	306	300	5.951	188.7	3.484	0	3.79	18.82	0.031	5.951	189.5	3.994	3.656
112	2004	306	400	0.627	239.4	3.363	0	3.788	4.528	0	0.627	240	2.961	3.276
112	2004	306	500	2.56	281.2	3.281	0	3.789	8.29	0	2.56	280.9	3.308	3.181
112	2004	306	600	11.53	276.2	3.198	0.002	3.788	21.23	0	11.53	277.5	5.167	4.39
112	2004	306	700	17.09	289.3	3.115	5.172	3.787	22.58	0	17.09	289.3	5.299	5.056
112	2004	306	800	16.9	294.2	3.098	165.9	3.786	32.34	0.031	16.9	294.7	7.05	5.529
112	2004	306	900	16.73	295.6	3.078	393.1	3.786	27.7	0	16.73	295.7	7.24	6.069
112	2004	306	1000	18.26	304.4	3.194	592.9	3.785	35.87	0.031	18.26	305	8.02	5.969
112	2004	306	1100	13.84	305.4	3.307	743	3.784	23.76	0	13.84	307.1	8.61	6.338
112	2004	306	1200	7.64	329.3	3.541	881	3.779	16.76	0	7.64	330.9	8.92	6.867
112	2004	306	1300	11.61	356.3	3.954	987	3.769	30.64	0.031	11.61	356.2	7.58	6.158
112	2004	306	1400	12.48	355.5	4.436	995	3.758	33.81	0.031	12.48	354	7.94	6.118
112	2004	306	1500	15.4	341.2	4.958	957	3.748	34.4	0	15.4	341.4	7.11	6.069
112	2004	306	1600	17.74	318.4	5.347	867	3.725	34.69	0.031	17.74	317.7	6.799	5.541
112	2004	306	1700	18.35	307.4	5.612	679.4	3.721	33.93	0	18.35	306.4	6.311	4.695
112	2004	306	1800	14.17	319.8	5.772	261.6	3.726	23.93	0	14.17	319.9	4.599	3.864
112	2004	306	1900	12.97	331.8	5.861	66.8	3.72	24.99	0	12.97	333	3.448	2.947
112	2004	306	2000	11.75	330.7	5.777	33.45	3.72	18.58	0	11.75	331.4	2.713	2.003
112	2004	306	2100	13.67	341.5	5.54	5.549	3.718	29.69	0.125	13.67	343.1	1.948	1.365
112	2004	306	2200	13.29	299.7	5.427	0	3.718	38.28	0.344	13.29	299.7	1.664	0.93
112	2004	306	2300	17.63	282.6	5.28	0	3.718	41.28	0.531	17.63	285.5	1.291	0.767
112	2004	307	0	20.29	298.9	5.168	0.001	3.718	46.81	0.688	20.29	300.3	0.979	0.247
112	2004	307	100	24.6	313.7	4.996	0.002	3.717	52.22	0.656	24.6	314	0.836	0.046
112	2004	307	200	24.76	320	4.828	0.002	3.717	50.45	0.656	24.76	321.2	0.92	0.061
112	2004	307	300	26.7	306.9	4.72	0.003	3.717	56.57	0.594	26.7	308.6	1.129	0.328
112	2004	307	400	24.38	306.1	4.544	0.001	3.715	51.63	0.563	24.38	307.8	0.251	-0.339
112	2004	307	500	25.13	315.7	4.411	0.002	3.717	52.8	0.563	25.13	317.5	0.3	-0.487
112	2004	307	600	19.49	316.2	4.285	0.002	3.715	49.92	0.5	19.49	318.8	0.043	-0.577
112	2004	307	700	29.94	304	4.173	5.861	3.713	59.86	0.406	29.94	304.3	0.891	0.024
112	2004	307	800	31.17	318.1	4.056	143.1	3.713	51.22	0.406	31.17	318.5	2.055	0.757
112	2004	307	900	31.89	305	4.04	414.7	3.716	59.45	0.344	31.89	305.6	1.667	0.618
112	2004	307	1000	19.12	317.2	4.007	313.3	3.714	46.51	0.344	19.12	322.9	1.083	0.272
112	2004	307	1100	16.36	340.1	4.059	487.5	3.71	43.45	0.313	16.36	340.9	2.064	0.796
112	2004	307	1200	18.92	319.1	4.064	520	3.711	47.45	0.25	18.92	321.2	2.864	1.093
112	2004	307	1300	23.25	323.8	4.275	654.9	3.701	53.1	0.25	23.25	326.6	2.459	1.143
112	2004	307	1400	30.04	321	4.364	742	3.694	60.62	0.188	30.04	323	2.371	1.117
112	2004	307	1500	28.47	326.6	4.615	613.4	3.681	53.27	0.219	28.47	326.6	2.651	1.195
112	2004	307	1600	24.3	332.4	4.858	378.2	3.682	55.51	0.188	24.3	333.6	2.642	1.45
112	2004	307	1700	24.63	331.2	5.017	282.4	3.685	61.39	0.156	24.63	333.4	2.288	1.434
112	2004	307	1800	27.01	356.3	5.088	173.1	3.686	63.27	0.188	27.01	356.1	2.482	1.482
112	2004	307	1900	28.24	359.1	4.966	84.7	3.686	64.86	0.125	28.24	359.5	2.476	1.498
112	2004	307	2000	28.62	347.9	4.819	21.71	3.682	55.74	0.156	28.62	349.1	2.18	1.421
112	2004	307	2100	32.25	353.5	4.786	1.707	3.683	70.3	0.156	32.25	354.7	1.958	1.172
112	2004	307	2200	28.63	340.6	4.631	0.006	3.671	58.98	0.25	28.63	342.2	2.011	1.179
112	2004	307	2300	34.08	341.2	4.481	0.007	3.675	69.44	0.375	34.08	342.4	1.764	1.116
112	2004	308	0	30.69	358.9	4.36	0.005	3.677	75.1	0.469	30.69	359.2	1.765	1.055
112	2004	308	100	35.9	1.831	4.264	0.005	3.67	82.1	0.531	35.9	359.8	1.765	1.068
112	2004	308	200	32.19	348.4	4.147	0.003	3.676	69.27	0.531	32.19	349.9	2.03	1.154
112	2004	308	300	30.13	358.5	4.029	0.002	3.676	71.9	0.5	30.13	358.2	1.67	1.053
112	2004	308	400	33.08	6.237	3.916	0.007	3.668	80.4	0.5	33.08	8.03	1.279	0.771
112	2004	308	500	34.95	356.4	3.816	0.016	3.668	73.1	0.5	34.95	358.7	0.901	0.351
112	2004	308	600	28.88	359.1	3.712	0.014	3.67	77.9	0.469	28.88	359.5	0.713	0.088
112	2004	308	700	18.51	5.667	3.616	3.078	3.668	56.33	0.438	18.51	4.066	0.391	-0.125
112	2004	308	800	20.24	7.74	3.596	29.69	3.669	54.1	0.469	20.24	9.86	0.573	-0.166
112	2004	308	900	16.18	2.459	3.514	117.2	3.667	45.28	0.438	16.18	359.5	0.838	0.085
112	2004	308	1000	17.33	2.989	3.465	203.7	3.664	44.81	0.406	17.33	359.3	0.964	0.284
112	2004	308	1100	15.03	20.82	3.416	214	3.664	43.22	0.438	15.03	16.96	1.136	0.52
112	2004	308	1200	27.14	22.54	3.43	176.8	3.66	57.62	0.406	27.14	23.61	1.086	0.485
112	2004	308	1300	13.81	15.17	3.35	226	3.654	45.45	0.406	13.81	9.04	1.782	0.952
112	2004	308	1400	12.91	25.71	3.3	175.7	3.655	45.92	0.406	12.91	22.43	2.287	1.326
112	2004	308	1500	18.13	21.49	3.276	157.6	3.653	50.45	0.375	18.13	21	1.791	1.215
112	2004	308	1600	15.39	355.7	3.289	256.2	3.653	50.33	0.375	15.39	354.7	2.563	1.469
112	2004	308	1700	13.61	12.43	3.244	154.2	3.647	39.63	0.344	13.61	11.64	1.957	1.55
112	2004	308	1800	19.08	359.1	3.201	103.3	3.646	49.86	0.313	19.08	359.6	1.919	1.33
112	2004	308	1900	23.06	351.2	3.14	57.47	3.638	47.16	0.344	23.06	351.5	1.665	1.196
112	2004	308	2000	21.68	349.4	3.065	36.74	3.64	48.98	0.344	21.68	350.6	1.559	1.068
112	2004	308	2100	22.11	326.4	3.028	8.65	3.641	55.98	0.406	22.11	331.6	1.545	0.98
112	2004	308	2200	20.97	334.8	2.928	0.007	3.639	53.98	0.469	20.97	337.1	1.296	0.825
112	2004	308	2300	19.72	351.3	2.887	0.001	3.638	46.1	0.594	19.72	351.2	1.459	0.849
112	2004	309	0	24.14	317.6	2.812	0.005	3.638	54.45	0.625	24.14	321	1.354	0.948
112	2004	309	100	29.63	313.8	2.758	0.01	3.638	67.03	0.656	29.63	315.3	1.346	0.952
112	2004	309	200	32.94	307.4	2.737	0.01	3.635	60.45	0.656	32.94	309	1.674	1.098
112	2004	309	300	22.1	307.3	2.7	0.004	3.637	59.21	0.656	22.1	313.7	1.259	0.903
112	2004	309	400	23.4	322.6	2.642	0.002	3.63	67.15	0.594	23.4	327.9	2.545	1.494
112	2004	309	500	29.34	326.1	2.588	0.005	3.631	78.9	0.563	29.34	329.6	3.127	2.445
112	2004	309	600	19.56	1.317	2.563	0.001	3.63	60.33	0.531	19.56	0.798	3.287	2.7
112	2004	309	700	20.71	357.4	2.522	1.426	3.621	52.57	0.5	20.71	356.1	3.058	2.689
112	2004	309	800	23.52	348.6	2.513	10.82	3.623	69.91	0.469	23.52	347.8	3.389	2.829
112	2004	309	900	24.82	6.216	2.489	51.88	3.619	72.5	0.406	24.82	2.475	3.937	3.306
112	2004	309	1000	29.8	355	2.48	135.6	3.614	80.1	0.406	29.8	355.3	4.412	3.75
112	2004	309	1100	33.33	354.1	2.477	173.7	3.601	104.3	0.375	33.33	355	4.058	3.82
112	2004	309	1200	39.03	331.9	2.489	113.3	3.58	101.7	0.344	39.03	335.4	3.729	3.356
112	2004	309	1300	27.19	332.1	2.485	64.35	3.585	87.9	0.406	27.19	334.8	3.313	2.873
112	2004	309	1400	24.58	325.4	2.456	113.1	3.573	73.1	0.656	24.58	330	4.289	3.358
112	2004	309	1500	31.63	315.7	2.456	147.8	3.57	88	1.5	31.63	326.7	4.929	4.287
112	2004	309	1600	33.46	343.3	2.435	117	3.547	90.7	2.844	33.46	343	5.549	4.944
112	2004	309	1700	41.32	3.451	2.414	65.39	3.511	113.5	5	41.32	3.013	5.08	5.036
112	2004	309	1800	40.75	8.97	2.414	52.3	3.506	129.7	10.38	40.75	5.394	4.304	4.262
112	2004	309	1900	45.12	358	2.373	24.77	3.471	95.1	10.25	45.12	356.7	3.904	3.516
112	2004	309	2000	41.38	357.2	2.31	19.08	3.481	91	7.38	41.38	357	3.74	3.52
112	2004	309	2100	47.28	4.314	2.277	1.983	3.509	103.3	5.875	47.28	5.248	3.157	3.063
112	2004	309	2200	38.28	351.3	2.257	0.026	3.473	101.7	5.156	38.28	352.1	3.168	2.843
112	2004	309	2300	24.96	349.7	2.236	0.009	3.461	73.1	4.438	24.96	350.7	3.161	2.854
112	2004	310	0	32.56	340.3	2.203	0.018	3.471	73	3.875	32.56	340.1	3.187	2.776
112	2004	310	100	36.42	328.7	2.182	0.014	3.457	72.1	3.406	36.42	330.1	3.166	2.873
112	2004	310	200	35.19	319.1	2.191	0.014	3.441	70.6	3.125	35.19	320.7	3.197	2.904
112	2004	310	300	30.33	351.5	2.182	0.013	3.462	65.33	2.969	30.33	351.4	3.249	2.924
112	2004	310	400	27.69	335	2.161	0.005	3.455	68.74	3.031	27.69	336.4	3.159	2.847
112	2004	310	500	26.39	337.2	2.141	0.009	3.453	65.09	2.969	26.39	335.9	3.121	2.862
112	2004	310	600	22.11	338.9	2.12	0.004	3.438	55.74	2.781	22.11	339.5	3.182	3.017
112	2004	310	700	31.1	306	2.108	6.046	3.431	59.33	2.531	31.1	307.5	3.433	3.098
112	2004	310	800	30.95	297	2.141	81.5	3.449	58.62	2.313	30.95	298.4	3.528	3.104
112	2004	310	900	29.88	303.9	2.182	181.4	3.44	58.39	2.156	29.88	305	3.54	3.071
112	2004	310	1000	27.38	302.8	2.294	501.8	3.448	50.27	2.063	27.38	303.7	4.656	3.455
112	2004	310	1100	15.18	319.5	2.336	231.3	3.442	49.22	1.938	15.18	330.2	4.144	3.522
112	2004	310	1200	8.87	322.9	2.419	342.4	3.444	31.69	1.906	8.87	326.9	5.518	4.118
112	2004	310	1300	15.09	307.1	2.594	712	3.437	35.05	1.906	15.09	307.9	6.381	4.9
112	2004	310	1400	13.54	320.1	2.681	554.6	3.425	35.63	2.031	13.54	323	7	5.433
112	2004	310	1500	10.48	336.7	2.913	591.7	3.428	31.05	2.156	10.48	335.4	7.31	6.215
112	2004	310	1600	11.14	324.6	3.063	679.7	3.415	35.05	2.156	11.14	325.7	7.75	6.632
112	2004	310	1700	14.35	301.6	3.24	454.7	3.414	37.69	2.281	14.35	303.7	6.538	5.86
112	2004	310	1800	5.022	258.2	3.451	245.4	3.414	26.75	2.375	5.022	258.5	6.552	6.218
112	2004	310	1900	6.269	254.8	3.539	145.7	3.41	29.69	2.375	6.269	253.8	5.977	5.374
112	2004	310	2000	8.33	294.6	3.509	62.82	3.412	33.4	2.438	8.33	297.2	5.399	4.828
112	2004	310	2100	8.95	309.4	3.505	8.41	3.409	28.75	2.406	8.95	312.4	4.759	4.342
112	2004	310	2200	5.795	318.9	3.48	0.006	3.406	23.76	2.188	5.795	317.3	4.572	4.15
112	2004	310	2300	17.93	298.8	3.412	0.001	3.408	37.87	2	17.93	299.9	4.575	4.262
112	2004	311	0	23.95	304.9	3.35	0.002	3.392	50.33	1.75	23.95	305.6	5.428	4.724
112	2004	311	100	26.49	308.9	3.285	0.003	3.398	46.39	1.531	26.49	309.1	5.107	4.889
112	2004	311	200	27.23	315.8	3.203	0.007	3.391	54.39	1.406	27.23	316.3	5.26	4.857
112	2004	311	300	30.57	315.2	3.128	0.004	3.388	55.1	1.219	30.57	315.7	5.865	5.353
112	2004	311	400	28.92	310.3	3.053	0.004	3.382	62.27	1.063	28.92	310.2	6.35	5.64
112	2004	311	500	33.09	302.6	2.961	0.006	3.378	56.74	0.969	33.09	302.9	6.116	5.759
112	2004	311	600	35.23	310.7	2.92	0.016	3.383	57.21	0.969	35.23	310.5	6.842	6.337
112	2004	311	700	33.67	309.1	2.904	14.67	3.381	54.74	1.094	33.67	309.2	6.638	6.349
112	2004	311	800	32.48	310.2	2.824	55.06	3.377	60.39	1.281	32.48	310.9	6.623	6.703
112	2004	311	900	30.78	310	2.85	311.3	3.373	55.39	1.469	30.78	310	8.97	6.917
112	2004	311	1000	31.74	313.4	3	598.7	3.37	58.21	1.5	31.74	314	8.62	7.59
112	2004	311	1100	28.92	311.4	3.087	735	3.366	51.57	1.344	28.92	311.5	9.21	8.24
112	2004	311	1200	25.05	304.3	3.291	882	3.356	51.45	1.219	25.05	306.2	8.91	7.5
112	2004	311	1300	17.86	327.1	3.636	1008	3.352	47.16	1.125	17.86	325.9	8.96	8.11
112	2004	311	1400	20.55	359.5	4.129	1043	3.332	55.39	1.063	20.55	359.3	9.32	8.02
112	2004	311	1500	21.33	5.976	4.586	829	3.326	60.86	1.219	21.33	3.684	7.74	7.43
112	2004	311	1600	28.28	17.93	4.874	768	3.317	84.4	2.063	28.28	17.58	7.32	6.976
112	2004	311	1700	30.33	10.93	5.121	633.8	3.31	79.1	3.313	30.33	11.22	7.82	6.844
112	2004	311	1800	32.96	329.6	5.18	193.3	3.298	66.15	3.75	32.96	329.6	6.688	6.262
112	2004	311	1900	32.46	314.8	5.21	60.85	3.296	61.92	3.875	32.46	316.4	5.687	4.947
112	2004	311	2000	33.45	307.5	5.029	24.33	3.283	63.09	3.625	33.45	308.9	5.863	5.169
112	2004	311	2100	32.26	316.4	4.903	3.104	3.269	71.1	3.219	32.26	317.8	5.381	4.861
112	2004	311	2200	33.03	308.6	4.782	0.008	3.268	66.27	3.25	33.03	310.3	5.131	4.435
112	2004	311	2300	39.39	309.7	4.707	0.007	3.257	67.74	3.656	39.39	310.1	5.093	4.364
112	2004	312	0	30.41	317.4	4.577	0.002	3.264	64.97	4.031	30.41	319	4.796	4.198
112	2004	312	100	29.98	319.5	4.427	0.002	3.251	62.8	3.813	29.98	321.2	4.705	4.264
112	2004	312	200	33.13	313.8	4.319	0.003	3.255	71	3.594	33.13	317.3	4.909	4.248
112	2004	312	300	33.37	319.6	4.189	0.002	3.252	65.09	3.281	33.37	320.6	4.703	4.075
112	2004	312	400	36.44	308.5	4.069	0.003	3.244	68.21	2.938	36.44	309.8	3.882	3.472
112	2004	312	500	45.39	308.4	3.936	0.006	3.244	75.8	2.625	45.39	308.9	3.825	3.302
112	2004	312	600	37.82	326.3	3.829	0.007	3.247	77.9	2.313	37.82	326.8	3.298	2.95
112	2004	312	700	36.96	332.3	3.712	8.85	3.245	77.7	2.094	36.96	331.6	3.15	2.582
112	2004	312	800	29.92	330.7	3.671	112.7	3.239	69.56	1.875	29.92	331.9	3.379	2.541
112	2004	312	900	35.06	344.8	3.605	220.5	3.237	72.9	1.656	35.06	345.9	4.333	3.263
112	2004	312	1000	23.35	346.9	3.567	236.1	3.232	51.86	1.5	23.35	347.5	4.694	3.901
112	2004	312	1100	21	349.6	3.684	509.1	3.223	53.63	1.281	21	348.6	5.966	4.812
112	2004	312	1200	27.92	350.6	3.805	914	3.207	57.27	1.156	27.92	350.8	6.772	5.861
112	2004	312	1300	26.14	340.5	3.959	745	3.205	56.1	1.063	26.14	339.7	7.45	6.202
112	2004	312	1400	16.29	358.9	4.21	330	3.2	54.57	1	16.29	359.2	6.024	5.659
112	2004	312	1500	13.21	11.07	4.433	194.6	3.199	47.1	1.375	13.21	7.38	6.521	5.473
112	2004	312	1600	10.82	347	4.512	172.7	3.195	36.87	1.781	10.82	344.7	6.041	5.406
112	2004	312	1700	23.12	318.3	4.515	183.6	3.19	54.16	2.125	23.12	318.5	5.834	4.894
112	2004	312	1800	21.68	306.5	4.532	220.1	3.185	47.45	2.406	21.68	308.2	6.413	5.404
112	2004	312	1900	24.75	313.3	4.469	103.1	3.165	53.1	2.25	24.75	314.2	5.971	5.42
112	2004	312	2000	20.73	339.5	4.31	35.73	3.15	45.1	2.094	20.73	339.8	5.888	5.313
112	2004	312	2100	21.06	320.1	4.248	5.8	3.158	44.69	2	21.06	321.4	5.651	5.137
112	2004	312	2200	20.14	312.7	4.203	0.001	3.142	46.39	2.156	20.14	314	5.18	4.744
112	2004	312	2300	19.02	317.3	4.11	0.001	3.138	52.86	2.281	19.02	321.1	5.21	4.657
112	2004	313	0	26.61	312.9	4.008	0.001	3.133	55.04	2.188	26.61	313.4	5.89	5.16
112	2004	313	100	30.8	307.9	3.913	0.002	3.131	56.92	2	30.8	308.2	5.769	5.373
112	2004	313	200	28.38	305.7	3.801	0.002	3.13	60.27	1.969	28.38	305.2	5.804	5.415
112	2004	313	300	35.3	309.3	3.709	0.003	3.122	59.09	1.938	35.3	309.7	5.777	5.36
112	2004	313	400	30.09	307.3	3.584	0.003	3.122	54.16	2.125	30.09	307.4	5.868	5.435
112	2004	313	500	30.66	306.8	3.492	0.002	3.118	53.21	2.406	30.66	306.7	5.953	5.436
112	2004	313	600	30.69	305.3	3.424	0.004	3.094	53.51	2.719	30.69	305.2	5.758	5.494
112	2004	313	700	26.67	306	3.356	3.17	3.083	48.04	2.844	26.67	306	5.814	5.315
112	2004	313	800	23.34	303.9	3.355	32.24	3.076	45.86	2.781	23.34	305.1	6.168	5.508
112	2004	313	900	25.52	308.6	3.356	94.1	3.059	47.57	2.625	25.52	308.8	7.15	6.477
112	2004	313	1000	18.26	310.6	3.357	107.5	3.06	44.1	2.5	18.26	312.8	6.854	6.448
112	2004	313	1100	23.87	310.3	3.339	175.7	3.049	45.34	2.344	23.87	310.3	7.09	6.596
112	2004	313	1200	25.86	310.4	3.385	279.1	3.046	52.04	2.281	25.86	310	7.77	6.712
112	2004	313	1300	23.65	302.4	3.428	289.1	3.042	43.45	2.281	23.65	302.3	7.41	6.477
112	2004	313	1400	23.92	302.6	3.487	263.5	3.03	43.98	2.438	23.92	302.5	7.08	6.512
112	2004	313	1500	22.88	309.9	3.537	216.8	3.026	47.28	2.875	22.88	309.6	6.952	6.266
112	2004	313	1600	24.03	308.3	3.589	227.6	3.018	47.51	3.281	24.03	308.1	7.17	6.296
112	2004	313	1700	30.18	310.7	3.551	169.7	2.978	52.45	3.5	30.18	310.7	6.49	6.028
112	2004	313	1800	28.38	314.8	3.559	96.8	2.98	52.39	3.5	28.38	314.8	5.681	5.423
112	2004	313	1900	23.98	315.5	3.552	51.13	2.984	50.57	3.469	23.98	316.1	5.498	5.062
112	2004	313	2000	25.11	314.8	3.496	33.17	2.974	48.98	3.688	25.11	315.3	5.323	4.989
112	2004	313	2100	27.16	309.5	3.426	2.793	2.976	50.22	3.656	27.16	308.8	5.027	4.779
112	2004	313	2200	25.76	317.7	3.386	0.008	2.97	59.09	3.406	25.76	313.3	5.357	4.712
112	2004	313	2300	28.46	314.6	3.307	0.011	2.962	54.68	3.063	28.46	315.3	4.865	4.581
112	2004	314	0	30.11	309.6	3.279	0.007	2.95	61.09	2.875	30.11	309.6	4.629	4.514
112	2004	314	100	28.4	322.9	3.2	0.008	2.95	55.74	2.719	28.4	323.7	4.579	4.32
112	2004	314	200	22.7	325.9	3.125	0.005	2.95	57.68	2.625	22.7	329.4	4.598	4.204
112	2004	314	300	25.39	330	3.092	0.006	2.948	56.33	2.625	25.39	334.4	4.432	4.113
112	2004	314	400	19.81	334.4	3.033	0.003	2.947	60.86	2.594	19.81	334.8	4.226	3.87
112	2004	314	500	28.01	337.6	2.992	0.007	2.932	62.68	2.469	28.01	340	4.202	3.793
112	2004	314	600	34.36	332.2	2.979	0.014	2.92	80	2.25	34.36	335.1	4.082	3.881
112	2004	314	700	32.28	337.2	2.938	1.807	2.906	70.2	2.219	32.28	338.8	4.588	4.104
112	2004	314	800	34.78	317.6	2.909	32.34	2.921	73.4	2.688	34.78	319	4.659	4.33
112	2004	314	900	28.85	337.3	2.959	44.64	2.909	83.8	3.688	28.85	339.5	4.6	4.279
112	2004	314	1000	29.63	316.4	2.959	46.72	2.91	73	4.656	29.63	319.2	4.649	4.309
112	2004	314	1100	36.09	346.8	2.963	76.1	2.886	76.7	6.188	36.09	346.3	4.474	4.217
112	2004	314	1200	39.36	338.5	3.043	258.1	2.89	77.7	7.63	39.36	338.2	4.962	4.467
112	2004	314	1300	33.37	3.376	3.105	132.9	2.876	80.8	7.47	33.37	2.851	4.563	4.531
112	2004	314	1400	25.72	5.834	3.188	157.4	2.858	85.9	5.813	25.72	8.03	3.96	3.74
112	2004	314	1500	24.04	13.22	3.229	232.4	2.865	69.62	4.781	24.04	9.37	4.105	3.771
112	2004	314	1600	20.18	20.03	3.33	259.3	2.865	57.68	4.156	20.18	17.71	4.142	3.933
112	2004	314	1700	23.39	357.5	3.384	192.6	2.861	79	3.469	23.39	351.7	3.878	3.854
112	2004	314	1800	22.44	3.629	3.376	143.7	2.855	70.7	2.906	22.44	5.565	3.824	3.558
112	2004	314	1900	25.87	356.3	3.308	59.2	2.855	59.09	2.469	25.87	352.3	3.424	3.173
112	2004	314	2000	20.96	355.5	3.225	28.19	2.856	53.98	2.188	20.96	356.9	3.034	2.808
112	2004	314	2100	19.1	358	3.154	7.7	2.847	47.51	2	19.1	355.9	2.985	2.7
112	2004	314	2200	19.54	356.8	3.059	0.035	2.838	56.63	1.906	19.54	354.4	3.129	2.69
112	2004	314	2300	22.98	338.7	2.946	0.001	2.837	59.45	1.813	22.98	338	2.858	2.529
112	2004	315	0	19.32	327.9	2.872	0.002	2.815	49.98	1.719	19.32	327.2	2.67	2.379
112	2004	315	100	18.83	326.3	2.801	0.001	2.834	45.04	1.594	18.83	324.8	2.717	2.262
112	2004	315	200	22.74	327.3	2.788	0.001	2.837	54.45	1.438	22.74	329.3	2.746	2.305
112	2004	315	300	23.45	319.4	2.705	0.004	2.836	53.21	1.281	23.45	320.2	2.54	2.142
112	2004	315	400	19.26	308.5	2.66	0.001	2.84	45.22	1.156	19.26	310.3	2.137	1.821
112	2004	315	500	15.04	325.7	2.66	0.001	2.822	40.69	1.031	15.04	329.5	1.996	1.684
112	2004	315	600	11.93	324.7	2.618	0.006	2.833	35.4	0.938	11.93	324	1.872	1.447
112	2004	315	700	9.86	323.5	2.577	3.316	2.838	36.4	0.844	9.86	319.2	1.927	1.554
112	2004	315	800	12.15	296.6	2.585	128.3	2.836	31.28	0.844	12.15	297.2	3.33	1.943
112	2004	315	900	10	312	2.694	361.5	2.826	30.22	0.75	10	315.4	3.699	2.69
112	2004	315	1000	10.38	346.2	2.865	383.7	2.825	29.69	0.75	10.38	343.6	3.236	3.091
112	2004	315	1100	9.35	348.6	3.149	602.4	2.819	31.52	0.688	9.35	342.2	4.373	4.246
112	2004	315	1200	7.55	356.7	3.457	511.7	2.805	32.99	0.688	7.55	348.4	5.91	4.852
112	2004	315	1300	10.89	346.4	3.896	807	2.802	32.99	0.625	10.89	343	6.225	5.453
112	2004	315	1400	12.92	340.9	4.53	869	2.787	32.28	0.594	12.92	339.3	5.817	5.701
112	2004	315	1500	13.77	352.1	5.089	492.8	2.802	39.63	0.563	13.77	350.3	5.724	5.397
112	2004	315	1600	13.94	299.1	5.503	635.9	2.786	32.69	0.625	13.94	299.8	8.27	5.872
112	2004	315	1700	9.26	262.5	5.847	685.8	2.766	30.17	1.156	9.26	261.9	9.75	7.25
112	2004	315	1800	6.479	200	6.069	419.3	2.773	27.52	1.5	6.479	196.3	9.85	7.48
112	2004	315	1900	23.58	200.2	6.039	177.9	2.768	42.87	2.063	23.58	200.3	4.637	4.584
112	2004	315	2000	22.74	199	5.811	33.5	2.774	42.63	2.313	22.74	199.2	3.662	3.537
112	2004	315	2100	28.18	184.2	5.441	10.19	2.763	47.75	2.281	28.18	184.1	2.828	2.437
112	2004	315	2200	24.43	189.6	5.156	0.087	2.783	44.81	2.031	24.43	189.6	2.405	2.081
112	2004	315	2300	21.25	183	4.885	0	2.784	46.28	1.781	21.25	180.3	2.955	1.911
112	2004	316	0	19.11	149.7	4.646	0	2.786	37.99	1.531	19.11	148.2	3.036	2.446
112	2004	316	100	14.61	134	4.521	0	2.78	35.28	1.344	14.61	132.5	2.578	2.259
112	2004	316	200	16.5	152	4.307	0	2.782	34.63	1.156	16.5	151.7	2.336	1.965
112	2004	316	300	9.29	156.5	4.112	0	2.782	28.28	1.063	9.29	156.4	2.182	1.858
112	2004	316	400	2.337	272.4	3.942	0	2.783	23.52	0.906	2.337	260.8	2.41	1.921
112	2004	316	500	4.513	273.4	3.784	0	2.781	22.05	0.813	4.513	268.7	2.685	2.787
112	2004	316	600	3.588	265.7	3.684	0.083	2.785	20.64	0.688	3.588	265.3	2.969	2.736
112	2004	316	700	5.506	187.1	3.536	8.46	2.781	22.11	0.656	5.506	186.5	3.612	3.037
112	2004	316	800	4.755	176	3.434	211	2.777	21.11	0.563	4.755	179.8	7.28	4.682
112	2004	316	900	3.801	178	3.48	452.2	2.777	21.46	0.5	3.801	180.1	8.65	7.18
112	2004	316	1000	3.389	293.4	3.775	653.7	2.772	21.46	0.438	3.389	286.4	11.46	8.72
112	2004	316	1100	7.15	352.9	4.26	818	2.763	25.11	0.438	7.15	345.2	8.12	7.44
112	2004	316	1200	12.55	337.5	5.083	947	2.758	36.93	0.344	12.55	336.8	8.2	6.894
112	2004	316	1300	12.56	337.7	6.092	1035	2.748	34.4	0.344	12.56	336.2	7.79	7.41
112	2004	316	1400	13.88	335.3	7.21	1083	2.727	34.69	0.281	13.88	332.6	8.47	7.8
